ISBN,Rating,Price,Pages,Rating Count,Language_Dummy,Size_Dummy,Famous_Dummy,Categories_Dummy,Serie_Dummy
9.78E+12,3.78,5.46,439,15580,English,Big,Other,Top_Category,Other
9.78E+12,4.21,10.64,358,8663,English,Big,Other,Top_Category,Other
9.78E+12,3.82,3.98,736,42801,English,Big,Famous,Top_Category,Serie
9.78E+12,3.9,1.45,208,7833,English,Other,Famous,Top_Category,Other
9.78E+12,3.68,3.11,725,46789,English,Big,Famous,Top_Category,Serie
9.78E+12,3.85,3.11,497,10071,English,Big,Famous,Top_Category,Other
9.78E+12,3.98,7.18,306,10879,English,Big,Other,Top_Category,Other
9.78E+12,3.44,2.97,368,85775,English,Big,Famous,Top_Category,Other
9.78E+12,4.02,3.16,256,7939,English,Other,Famous,Top_Category,Serie
9.78E+12,3.79,1.59,416,2001,English,Big,Other,Top_Category,Other
9.78E+12,3.6,3.09,523,36519,English,Big,Other,Top_Category,Serie
9.78E+12,3.65,3.65,357,24470,English,Other,Famous,Other,Other
9.78E+12,4.34,12.08,867,22318,English,Big,Other,Top_Category,Other
9.78E+12,3.63,3.83,400,20474,English,Big,Famous,Top_Category,Other
9.78E+12,4.36,12.48,557,3039,English,Big,Other,Top_Category,Serie
9.78E+12,3.75,2.86,272,25726,English,Big,Famous,Top_Category,Serie
9.78E+12,3.63,1.45,245,29552,English,Big,Famous,Other,Other
9.78E+12,4.14,2.86,321,45372,English,Big,Famous,Top_Category,Serie
9.78E+12,4.52,0,181,15409,English,Other,Famous,Top_Category,Other
9.78E+12,3.9,6.14,436,38651,English,Big,Famous,Top_Category,Serie
9.78E+12,4.23,18.23,1181,1550,English,Big,Other,Top_Category,Other
9.78E+12,4.15,3.3,435,29837,English,Big,Famous,Top_Category,Serie
9.78E+12,4.25,2.69,939,23573,English,Big,Famous,Top_Category,Other
9.78E+12,3.87,7.65,288,29942,English,Big,Famous,Top_Category,Other
9.78E+12,4.02,6.1,144,9594,English,Big,Famous,Other,Other
9.78E+12,3.74,2.86,345,73592,English,Big,Famous,Top_Category,Serie
9.78E+12,3.9,2.86,342,14277,English,Big,Other,Top_Category,Other
9.78E+12,4.03,12.8,208,6648,English,Big,Famous,Top_Category,Other
9.78E+12,3.89,3.89,276,22399,English,Big,Famous,Top_Category,Other
9.78E+12,4.39,2.25,170,3319,English,Big,Famous,Other,Serie
9.78E+12,4.33,15.46,104,10010,English,Big,Famous,Top_Category,Serie
9.78E+12,4.13,5.85,352,2256,English,Big,Other,Top_Category,Other
9.78E+12,4.29,4.98,288,2103,English,Other,Other,Top_Category,Other
9.78E+12,4.19,3.01,294,23110,English,Other,Other,Top_Category,Other
9.78E+12,3.94,2.95,270,26672,English,Big,Famous,Other,Other
9.78E+12,4.25,9.44,343,30787,English,Big,Famous,Other,Other
9.78E+12,4.24,11.38,412,12038,English,Big,Other,Other,Other
9.78E+12,4.3,10.88,118,7549,English,Big,Other,Top_Category,Other
9.78E+12,4.09,5.26,456,8841,English,Other,Other,Top_Category,Serie
9.78E+12,3.79,5.94,336,26949,English,Big,Famous,Top_Category,Other
9.78E+12,4.48,13.74,900,5107,English,Other,Famous,Other,Serie
9.78E+12,3.78,3.39,410,31794,English,Big,Famous,Top_Category,Other
9.78E+12,4.14,1.91,222,33286,English,Big,Famous,Top_Category,Serie
9.78E+12,4.1,7.97,216,50214,English,Big,Other,Top_Category,Serie
9.78E+12,4.16,3.4,550,79864,English,Other,Famous,Other,Other
9.78E+12,3.75,3.07,321,34773,English,Big,Famous,Top_Category,Other
9.78E+12,3.86,6.45,462,14898,English,Big,Other,Top_Category,Serie
9.78E+12,4.03,2.39,416,8674,English,Big,Famous,Top_Category,Other
9.78E+12,3.9,13.41,884,15056,English,Big,Famous,Top_Category,Other
9.78E+12,4.22,2.43,321,6447,English,Big,Famous,Top_Category,Other
9.78E+12,4.17,7.39,228,1155,English,Other,Other,Top_Category,Other
9.78E+12,4.15,6.29,563,5910,English,Big,Famous,Top_Category,Other
9.78E+12,4.25,4.6,209,9963,English,Big,Famous,Top_Category,Other
9.78E+12,4.29,6.47,1104,9397,English,Big,Famous,Top_Category,Serie
9.78E+12,3.48,1.79,198,44098,English,Big,Famous,Other,Other
9.78E+12,3.81,3.68,400,38265,English,Big,Famous,Top_Category,Other
9.78E+12,4.06,15.54,466,13029,English,Big,Other,Other,Other
9.78E+12,4.18,5.82,295,7512,English,Big,Famous,Top_Category,Other
9.78E+12,4.19,3.4,527,49946,English,Other,Famous,Other,Serie
9.78E+12,3.85,3.99,191,43669,English,Big,Famous,Top_Category,Serie
9.78E+12,3.86,3.85,464,110552,English,Big,Other,Top_Category,Serie
9.78E+12,4.15,2.92,649,2022,English,Big,Famous,Top_Category,Other
9.78E+12,3.66,3.91,304,27412,English,Big,Famous,Top_Category,Other
9.78E+12,4.05,8.9,363,12365,English,Big,Other,Top_Category,Serie
9.78E+12,3.88,5.4,368,7583,English,Big,Famous,Top_Category,Serie
9.78E+12,4.01,3.7,675,12996,English,Big,Famous,Top_Category,Serie
9.78E+12,3.81,3.44,320,31885,English,Big,Other,Top_Category,Other
9.78E+12,4.26,1.02,201,16310,English,Big,Other,Top_Category,Serie
9.78E+12,3.96,7.54,672,12149,English,Big,Other,Top_Category,Other
9.78E+12,4.18,1.19,104,37678,English,Other,Famous,Other,Serie
9.78E+12,3.57,4.91,208,3170,English,Big,Other,Top_Category,Other
9.78E+12,4.04,6.04,597,8118,English,Big,Other,Top_Category,Serie
9.78E+12,3.77,2.98,303,12740,English,Big,Famous,Other,Other
9.78E+12,3.68,3.33,616,85459,English,Other,Other,Other,Other
9.78E+12,3.93,8.22,368,25018,English,Big,Other,Other,Other
9.78E+12,4.25,5.58,703,15531,English,Big,Other,Top_Category,Serie
9.78E+12,3.51,6.47,224,53230,English,Big,Famous,Other,Serie
9.78E+12,4.09,3.4,483,10792,English,Other,Other,Top_Category,Other
9.78E+12,3.94,3.85,242,6184,English,Other,Other,Top_Category,Other
9.78E+12,4.4,8.36,232,12284,English,Other,Famous,Top_Category,Other
9.78E+12,3.9,4.46,309,10003,English,Big,Famous,Other,Other
9.78E+12,4.07,2.28,144,20496,English,Big,Famous,Top_Category,Serie
9.78E+12,4.5,5.65,400,12171,English,Big,Famous,Top_Category,Serie
9.78E+12,4.24,6.65,48,6894,English,Big,Famous,Other,Other
9.78E+12,4.17,3.32,152,52011,English,Other,Famous,Top_Category,Serie
9.78E+12,3.98,11.12,389,10527,English,Big,Other,Top_Category,Serie
9.78E+12,4.35,4.79,886,13764,English,Big,Other,Top_Category,Other
9.78E+12,4.17,5.26,302,67593,English,Other,Other,Top_Category,Other
9.78E+12,4.78,31.02,2690,38872,English,Big,Famous,Top_Category,Other
9.78E+12,3.86,3.74,288,8369,English,Big,Famous,Top_Category,Other
9.78E+12,4.42,2.55,432,17714,English,Big,Famous,Top_Category,Serie
9.78E+12,4.03,39.05,208,1801,English,Big,Other,Top_Category,Other
9.78E+12,3.86,5.11,206,4649,English,Big,Famous,Top_Category,Other
9.78E+12,4.01,6.08,434,14737,English,Other,Other,Top_Category,Other
9.78E+12,4.24,5.26,315,18495,English,Big,Famous,Other,Other
9.78E+12,4.01,3.05,448,9871,English,Big,Famous,Top_Category,Serie
9.78E+12,4.17,3.71,400,12968,English,Big,Other,Top_Category,Other
9.78E+12,4.13,2.91,288,29719,English,Big,Famous,Top_Category,Serie
9.78E+12,4.24,12.09,491,3258,English,Big,Other,Top_Category,Other
9.78E+12,4.07,3.47,233,28222,English,Big,Famous,Top_Category,Serie
9.78E+12,4.15,1.79,170,33684,English,Other,Famous,Other,Other
9.78E+12,3.46,5.76,244,17504,English,Big,Famous,Top_Category,Other
9.78E+12,3.95,6.98,624,10236,English,Other,Other,Top_Category,Serie
9.78E+12,3.99,5.35,480,11361,English,Big,Famous,Top_Category,Other
9.78E+12,3.62,4.22,233,21844,English,Big,Other,Top_Category,Serie
9.78E+12,3.93,16.19,496,15265,English,Big,Famous,Top_Category,Serie
9.78E+12,3.88,5.26,640,4504,English,Big,Famous,Top_Category,Other
9.78E+12,3.97,9.6,192,7841,English,Big,Other,Top_Category,Other
9.78E+12,4.52,12.8,191,35864,English,Big,Famous,Other,Serie
9.78E+12,4.31,8.08,411,9103,English,Big,Other,Top_Category,Serie
9.78E+12,3.67,5.26,252,9235,English,Big,Other,Top_Category,Other
9.78E+12,3.52,5.28,576,5983,English,Big,Famous,Top_Category,Other
9.78E+12,3.78,5.26,288,4701,English,Big,Famous,Top_Category,Other
9.78E+12,3.9,4.26,345,10368,English,Other,Famous,Top_Category,Serie
9.78E+12,4.03,8.99,318,29644,English,Big,Famous,Top_Category,Other
9.78E+12,4.17,5.33,320,1952,English,Big,Famous,Top_Category,Other
9.78E+12,3.79,6.47,208,16388,English,Big,Other,Top_Category,Serie
9.78E+12,4.22,5.68,472,4286,English,Big,Other,Top_Category,Serie
9.78E+12,4.48,10.53,190,11007,English,Other,Other,Other,Other
9.78E+12,4.11,2.39,260,3362,English,Other,Famous,Other,Serie
9.78E+12,4.15,10.22,400,8532,English,Other,Famous,Top_Category,Other
9.78E+12,3.84,5.23,566,17761,English,Big,Famous,Top_Category,Other
9.78E+12,3.7,2.76,431,65778,English,Big,Famous,Other,Other
9.78E+12,4.47,15.25,548,10275,English,Big,Famous,Top_Category,Other
9.78E+12,4.11,3.17,196,6245,English,Other,Other,Top_Category,Serie
9.78E+12,4.04,3.32,355,5423,English,Big,Famous,Top_Category,Serie
9.78E+12,3.9,3.02,217,6704,English,Other,Famous,Other,Other
9.78E+12,4,5.34,160,13333,English,Big,Other,Top_Category,Other
9.78E+12,4.34,4.66,144,5801,English,Big,Famous,Other,Other
9.78E+12,4.17,3.99,152,23613,English,Big,Other,Top_Category,Serie
9.78E+12,4.1,152.3,3020,2673,English,Other,Other,Other,Other
9.78E+12,4.27,2.85,181,9697,English,Other,Famous,Other,Other
9.78E+12,3.93,3.07,320,50776,English,Big,Other,Top_Category,Other
9.78E+12,3.92,2.32,611,8104,English,Other,Famous,Top_Category,Other
9.78E+12,4.02,20.05,168,46883,English,Big,Famous,Other,Other
9.78E+12,3.95,6.67,718,3680,English,Big,Other,Top_Category,Serie
9.78E+12,3.86,3.32,518,66751,English,Big,Famous,Top_Category,Serie
9.78E+12,3.81,8.59,271,21076,English,Big,Famous,Top_Category,Other
9.78E+12,4.15,9.48,352,1625,English,Other,Other,Top_Category,Other
9.78E+12,3.51,1.45,242,4280,English,Other,Other,Top_Category,Other
9.78E+12,4.31,3.05,412,15078,English,Big,Famous,Top_Category,Other
9.78E+12,3.69,5.26,384,56780,English,Big,Famous,Top_Category,Other
9.78E+12,4.14,12.94,320,8830,English,Big,Famous,Top_Category,Other
9.78E+12,3.73,7.94,272,32180,English,Big,Other,Other,Other
9.78E+12,3.49,2.76,431,57257,English,Big,Famous,Top_Category,Other
9.78E+12,3.63,3.67,401,25360,English,Big,Famous,Top_Category,Other
9.78E+12,4.17,7.19,271,14974,English,Big,Famous,Other,Other
9.78E+12,3.72,3.06,128,35319,English,Big,Famous,Top_Category,Other
9.78E+12,4.23,3.74,800,11931,English,Big,Other,Top_Category,Other
9.78E+12,3.68,0.87,77,5832,English,Big,Other,Other,Other
9.78E+12,3.89,1.14,144,13463,English,Other,Famous,Top_Category,Other
9.78E+12,3.46,3.78,429,9582,English,Big,Other,Top_Category,Other
9.78E+12,3.41,2.86,738,20508,English,Big,Famous,Top_Category,Other
9.78E+12,3.93,6.09,48,2665,English,Big,Famous,Top_Category,Other
9.78E+12,3.97,9.24,545,20805,English,Big,Famous,Top_Category,Serie
9.78E+12,3.69,3.17,309,59613,English,Big,Famous,Top_Category,Serie
9.78E+12,4.28,11.9,640,1784,English,Big,Famous,Top_Category,Other
9.78E+12,3.99,6.45,448,30848,English,Big,Famous,Top_Category,Serie
9.78E+12,4.12,4.25,156,14860,English,Big,Other,Top_Category,Other
9.78E+12,4.15,3.91,332,16513,English,Other,Famous,Other,Serie
9.78E+12,4.15,1.07,216,27792,English,Big,Other,Top_Category,Other
9.78E+12,4.14,5.47,270,9916,English,Other,Other,Top_Category,Other
9.78E+12,4.16,1.49,208,6906,English,Big,Famous,Top_Category,Other
9.78E+12,3.98,11.06,288,31050,English,Big,Famous,Top_Category,Serie
9.78E+12,4.18,3.43,1240,17163,English,Other,Famous,Top_Category,Other
9.78E+12,4.21,4.7,218,42264,English,Big,Other,Other,Other
9.78E+12,3.73,3.5,384,73858,English,Big,Famous,Top_Category,Other
9.78E+12,3.77,3.07,326,12714,English,Big,Other,Top_Category,Other
9.78E+12,3.73,2.66,247,27781,English,Big,Famous,Top_Category,Other
9.78E+12,3.9,4.08,320,9619,English,Big,Famous,Top_Category,Other
9.78E+12,3.87,6.49,160,5994,English,Big,Famous,Top_Category,Serie
9.78E+12,4.04,2.76,342,8024,English,Big,Famous,Other,Other
9.78E+12,4.3,5.62,67,21780,English,Other,Other,Top_Category,Other
9.78E+12,3.66,1.45,259,26939,English,Big,Other,Top_Category,Serie
9.78E+12,4.05,1.79,266,11708,English,Big,Famous,Other,Serie
9.78E+12,4.22,3.57,448,5452,English,Big,Other,Other,Other
9.78E+12,3.93,3.38,288,6223,English,Other,Other,Other,Serie
9.78E+12,4.02,7.72,442,11450,English,Big,Famous,Top_Category,Other
9.78E+12,3.93,1.45,210,14438,English,Big,Other,Top_Category,Other
9.78E+12,3.71,4.41,224,33009,English,Big,Famous,Top_Category,Other
9.78E+12,4.19,3.39,319,18945,English,Big,Famous,Top_Category,Serie
9.78E+12,4.16,10.34,85,1648,English,Other,Famous,Top_Category,Other
9.78E+12,3.73,4.71,157,3785,English,Big,Famous,Top_Category,Other
9.78E+12,4.21,2.25,252,2253,English,Big,Famous,Top_Category,Other
9.78E+12,3.78,0.87,256,12153,English,Big,Other,Top_Category,Other
9.78E+12,3.97,2.17,402,12695,English,Big,Famous,Top_Category,Serie
9.78E+12,3.93,1.78,356,37965,English,Big,Other,Top_Category,Serie
9.78E+12,4.3,8.49,379,9380,English,Big,Other,Top_Category,Other
9.78E+12,4.12,1.53,373,18316,English,Other,Famous,Top_Category,Serie
9.78E+12,3.86,2.42,208,10655,English,Big,Other,Top_Category,Serie
9.78E+12,3.98,6.83,371,4869,English,Big,Famous,Top_Category,Other
9.78E+12,4.09,10.97,384,1988,English,Other,Other,Top_Category,Serie
9.78E+12,4.02,3.68,228,79299,English,Other,Other,Other,Other
9.78E+12,3.82,7.19,247,4116,English,Big,Other,Top_Category,Other
9.78E+12,4.22,12.89,76,3562,English,Big,Famous,Top_Category,Other
9.78E+12,4.15,3.35,408,8857,English,Other,Famous,Top_Category,Serie
9.78E+12,3.72,3.7,178,4933,English,Other,Famous,Top_Category,Other
9.78E+12,4.24,12.21,197,14306,English,Big,Famous,Top_Category,Other
9.78E+12,3.5,6.81,176,11122,English,Big,Other,Top_Category,Other
9.78E+12,3.98,1.13,322,15648,English,Big,Other,Top_Category,Serie
9.78E+12,4.08,5.22,352,4119,English,Big,Famous,Top_Category,Other
9.78E+12,3.87,2.94,409,4082,English,Big,Famous,Top_Category,Serie
9.78E+12,4.29,4.87,368,5224,English,Big,Famous,Top_Category,Serie
9.78E+12,3.83,5.22,352,11612,English,Big,Famous,Top_Category,Other
9.78E+12,3.7,12.95,128,7716,English,Big,Famous,Top_Category,Other
9.78E+12,4.04,3.3,642,10830,English,Big,Famous,Top_Category,Serie
9.78E+12,3.69,3.08,336,41850,English,Big,Famous,Top_Category,Other
9.78E+12,3.78,6.03,303,14031,English,Big,Other,Top_Category,Other
9.78E+12,3.56,2.86,399,16782,English,Other,Famous,Top_Category,Other
9.78E+12,4.42,5.98,224,330,English,Big,Famous,Top_Category,Other
9.78E+12,4.32,4.5,337,10520,English,Other,Famous,Top_Category,Serie
9.78E+12,3.87,2.42,218,6229,English,Big,Famous,Top_Category,Other
9.78E+12,3.18,1.8,125,15390,English,Big,Other,Top_Category,Other
9.78E+12,4.17,6.42,640,6148,English,Big,Other,Top_Category,Other
9.78E+12,3.31,2.18,310,2681,English,Other,Other,Other,Other
9.78E+12,4.07,13.85,329,10211,English,Big,Famous,Top_Category,Other
9.78E+12,3.87,0.85,490,7700,English,Big,Famous,Other,Other
9.78E+12,3.99,2.42,438,5279,English,Big,Famous,Top_Category,Serie
9.78E+12,3.22,2.86,450,24001,English,Big,Other,Top_Category,Other
9.78E+12,3.95,3.65,400,11130,English,Big,Other,Top_Category,Serie
9.78E+12,3.9,3.9,296,5559,English,Big,Famous,Top_Category,Other
9.78E+12,4.32,9.55,560,3781,English,Big,Other,Top_Category,Other
9.78E+12,4.24,2.31,943,5277,English,Big,Famous,Top_Category,Serie
9.78E+12,4.18,3.98,312,20991,English,Other,Other,Other,Other
9.78E+12,4.29,6.86,2480,4110,English,Big,Famous,Top_Category,Serie
9.78E+12,3.98,21.52,288,11269,English,Other,Famous,Top_Category,Other
9.78E+12,3.79,5.28,311,17817,English,Big,Famous,Top_Category,Serie
9.78E+12,4.15,1.88,256,22710,English,Big,Other,Top_Category,Serie
9.78E+12,3.6,2.78,453,38397,English,Big,Famous,Top_Category,Other
9.78E+12,4.41,2.78,358,9530,English,Big,Famous,Top_Category,Serie
9.78E+12,4.13,3.44,458,32510,English,Big,Other,Top_Category,Serie
9.78E+12,3.74,5.81,464,19305,English,Big,Other,Top_Category,Other
9.78E+12,4.31,21.71,336,4411,English,Big,Famous,Top_Category,Serie
9.78E+12,4.11,5.37,291,11984,English,Big,Other,Top_Category,Other
9.78E+12,4.24,4.13,631,1718,English,Big,Famous,Other,Other
9.78E+12,3.82,2.85,275,7348,English,Big,Famous,Other,Other
9.78E+12,4.17,3.96,312,8690,English,Big,Other,Top_Category,Other
9.78E+12,4.14,5.43,512,4715,English,Big,Other,Top_Category,Other
9.78E+12,4.3,11.86,966,3964,English,Other,Famous,Top_Category,Serie
9.78E+12,4.31,13,260,4054,English,Big,Famous,Top_Category,Serie
9.78E+12,3.85,8.09,255,11872,English,Big,Famous,Top_Category,Other
9.78E+12,3.71,1.53,258,13150,English,Big,Other,Top_Category,Other
9.78E+12,3.64,11.35,339,2990,English,Big,Famous,Top_Category,Other
9.78E+12,4.01,1.65,276,8388,English,Other,Other,Other,Other
9.78E+12,3.72,3.27,219,23529,English,Big,Famous,Top_Category,Other
9.78E+12,4.07,2.86,312,6511,English,Big,Famous,Top_Category,Other
9.78E+12,4.13,6.23,640,1383,English,Big,Famous,Top_Category,Other
9.78E+12,3.83,3.22,367,10413,English,Other,Famous,Top_Category,Serie
9.78E+12,4.14,3.87,224,3038,English,Other,Other,Other,Other
9.78E+12,4.28,6.83,644,14129,English,Big,Famous,Other,Serie
9.78E+12,4.22,5.22,341,6696,English,Other,Other,Other,Serie
9.78E+12,4.28,5.29,490,9635,English,Big,Other,Top_Category,Other
9.78E+12,4.13,3.99,321,4689,English,Big,Famous,Top_Category,Serie
9.78E+12,4.4,5.76,1088,420,English,Big,Other,Top_Category,Other
9.78E+12,3.87,3.35,404,3893,English,Big,Other,Other,Other
9.78E+12,3.99,3.5,285,12219,English,Big,Famous,Top_Category,Serie
9.78E+12,4.1,3.95,368,15234,English,Big,Famous,Top_Category,Other
9.78E+12,3.6,1.46,352,3603,English,Other,Famous,Top_Category,Other
9.78E+12,4.18,7.45,534,7203,English,Big,Other,Top_Category,Serie
9.78E+12,3.95,6.57,304,7535,English,Big,Other,Other,Serie
9.78E+12,3.87,1.8,287,14380,English,Big,Famous,Other,Other
9.78E+12,3.77,6.06,271,7863,English,Big,Famous,Top_Category,Other
9.78E+12,4.39,16.56,656,18518,English,Other,Other,Other,Other
9.78E+12,4.11,13.81,358,57572,English,Big,Other,Other,Other
9.78E+12,3.86,3.94,487,6760,English,Big,Other,Top_Category,Other
9.78E+12,4.28,2.86,252,52443,English,Other,Other,Top_Category,Other
9.78E+12,4.02,4.97,481,10769,English,Big,Famous,Top_Category,Other
9.78E+12,4.53,20.36,1096,12320,English,Other,Famous,Top_Category,Other
9.78E+12,3.9,3.67,400,43933,English,Big,Other,Top_Category,Other
9.78E+12,4.2,4.68,320,3842,English,Big,Famous,Top_Category,Other
9.78E+12,3.73,2.96,796,9476,English,Big,Famous,Top_Category,Serie
9.78E+12,4.31,2.49,136,25132,English,Other,Famous,Top_Category,Serie
9.78E+12,3.31,4.18,368,24758,English,Other,Famous,Top_Category,Other
9.78E+12,3.93,12.07,262,9996,English,Big,Famous,Top_Category,Other
9.78E+12,3.82,1.46,195,7763,English,Other,Famous,Other,Other
9.78E+12,4.19,20.33,404,67983,English,Big,Other,Other,Other
9.78E+12,4.29,16.43,416,20105,English,Other,Other,Other,Other
9.78E+12,4.67,3.71,128,19364,English,Big,Famous,Other,Serie
9.78E+12,3.58,3.82,352,10051,English,Big,Famous,Top_Category,Serie
9.78E+12,3.96,5.63,220,34030,English,Big,Famous,Top_Category,Serie
9.78E+12,4.2,6.53,815,19667,English,Other,Famous,Top_Category,Serie
9.78E+12,4.06,2.87,98,6892,English,Big,Famous,Top_Category,Other
9.78E+12,3.99,7.08,344,965,English,Other,Other,Top_Category,Other
9.78E+12,3.78,2.84,347,9053,English,Big,Famous,Top_Category,Other
9.78E+12,3.97,5.89,366,13688,English,Other,Other,Top_Category,Other
9.78E+12,3.82,4.21,1137,20248,English,Big,Famous,Top_Category,Serie
9.78E+12,3.7,1.92,416,15655,English,Big,Famous,Top_Category,Other
9.78E+12,4.08,5.27,496,5048,English,Other,Famous,Top_Category,Serie
9.78E+12,3.91,0.9,351,23249,English,Big,Famous,Other,Serie
9.78E+12,3.76,11.03,168,27463,English,Big,Other,Top_Category,Other
9.78E+12,4.01,1.8,432,21074,English,Big,Famous,Top_Category,Serie
9.78E+12,3.56,3.22,344,6312,English,Big,Other,Top_Category,Serie
9.78E+12,4.25,10.97,355,3219,English,Big,Other,Top_Category,Other
9.78E+12,4.23,5.96,622,7003,English,Big,Other,Other,Other
9.78E+12,4.27,3.3,256,15646,English,Other,Other,Other,Serie
9.78E+12,3.84,3.98,80,12423,English,Big,Famous,Top_Category,Other
9.78E+12,3.79,3.12,384,13022,English,Big,Famous,Other,Serie
9.78E+12,4.34,9.16,400,13079,English,Big,Other,Top_Category,Other
9.78E+12,4,3.45,349,10409,English,Big,Famous,Top_Category,Serie
9.78E+12,3.87,3.68,320,15320,English,Big,Famous,Top_Category,Other
9.78E+12,3.78,3.89,194,19646,English,Other,Other,Top_Category,Other
9.78E+12,3.87,3.58,398,11110,English,Big,Famous,Top_Category,Other
9.78E+12,4.39,12.81,928,4040,English,Big,Famous,Top_Category,Serie
9.78E+12,3.8,2.52,333,21123,English,Big,Famous,Other,Serie
9.78E+12,4.12,4.95,352,8049,English,Big,Famous,Top_Category,Other
9.78E+12,3.94,3.3,891,12846,English,Big,Famous,Top_Category,Serie
9.78E+12,3.86,7.1,352,2270,English,Big,Other,Top_Category,Other
9.78E+12,4.02,4.55,352,9168,English,Big,Famous,Top_Category,Other
9.78E+12,4.07,3.2,849,7695,English,Big,Other,Top_Category,Other
9.78E+12,4.35,1.65,400,3648,English,Big,Famous,Top_Category,Serie
9.78E+12,4.02,4.41,464,30514,English,Big,Other,Top_Category,Serie
9.78E+12,4.02,4.74,258,56189,English,Big,Other,Top_Category,Other
9.78E+12,4.11,6.99,410,9626,English,Other,Famous,Top_Category,Other
9.78E+12,3.7,6.42,369,11872,English,Big,Famous,Top_Category,Serie
9.78E+12,3.81,6.42,416,1215,English,Other,Famous,Top_Category,Serie
9.78E+12,3.78,3.3,264,3270,English,Other,Other,Top_Category,Serie
9.78E+12,3.72,7.76,396,7514,English,Other,Famous,Other,Serie
9.78E+12,3.68,6.9,254,8085,English,Big,Famous,Top_Category,Other
9.78E+12,4.05,4.01,711,3922,English,Big,Famous,Top_Category,Other
9.78E+12,4.07,2.99,448,4362,English,Other,Other,Top_Category,Serie
9.78E+12,3.68,5.85,340,14183,English,Big,Other,Top_Category,Other
9.78E+12,3.91,5.74,378,27480,English,Big,Famous,Top_Category,Other
9.78E+12,3.88,3.14,126,27390,English,Big,Famous,Top_Category,Serie
9.78E+12,3.88,3.08,341,9669,English,Other,Famous,Top_Category,Serie
9.78E+12,4.12,3.66,281,4643,English,Big,Other,Top_Category,Serie
9.78E+12,4.02,6.08,276,22176,English,Other,Famous,Top_Category,Other
9.78E+12,3.81,3.54,448,13965,English,Big,Famous,Other,Other
9.78E+12,4.31,8.5,1045,2949,English,Other,Other,Top_Category,Serie
9.78E+12,3.89,2.95,427,29473,English,Big,Famous,Top_Category,Other
9.78E+12,4.42,3.56,856,9457,English,Big,Famous,Top_Category,Serie
9.78E+12,3.77,13.04,238,2416,English,Big,Other,Top_Category,Other
9.78E+12,3.86,5.22,307,5749,English,Big,Other,Top_Category,Other
9.78E+12,3.61,2.3,624,9430,English,Big,Famous,Top_Category,Serie
9.78E+12,3.96,5.7,192,43661,English,Other,Other,Top_Category,Other
9.78E+12,4.11,13.98,32,8871,English,Other,Famous,Other,Serie
9.78E+12,4.03,1.13,144,8080,English,Big,Other,Top_Category,Serie
9.78E+12,4.07,13.9,304,2827,English,Big,Famous,Top_Category,Serie
9.78E+12,3.71,3.37,224,17665,English,Other,Famous,Top_Category,Serie
9.78E+12,3.89,4.53,441,9001,English,Big,Other,Top_Category,Other
9.78E+12,3.71,3.8,110,3050,English,Big,Other,Top_Category,Other
9.78E+12,3.68,8.16,287,8686,English,Other,Other,Top_Category,Other
9.78E+12,3.55,1.83,240,16202,English,Big,Famous,Other,Serie
9.78E+12,3.91,2.81,672,4527,English,Big,Famous,Top_Category,Other
9.78E+12,4.02,3.88,134,54174,English,Big,Other,Top_Category,Serie
9.78E+12,3.95,3.35,275,11238,English,Big,Famous,Top_Category,Other
9.78E+12,3.81,1.92,246,34607,English,Other,Famous,Top_Category,Serie
9.78E+12,3.82,7.89,398,17063,English,Other,Other,Top_Category,Serie
9.78E+12,3.91,1.56,468,10062,English,Big,Famous,Top_Category,Other
9.78E+12,3.92,5.92,542,8793,English,Big,Other,Other,Other
9.78E+12,4.4,4.66,240,11459,English,Other,Famous,Other,Serie
9.78E+12,4.17,5.22,304,3049,English,Big,Other,Top_Category,Other
9.78E+12,3.77,5.78,151,4154,English,Other,Famous,Top_Category,Other
9.78E+12,3.96,3.42,512,13237,English,Big,Other,Other,Other
9.78E+12,4.36,3.98,928,5825,English,Big,Famous,Top_Category,Serie
9.78E+12,3.82,5.82,326,5052,English,Big,Famous,Top_Category,Serie
9.78E+12,4.04,2.18,380,11007,English,Big,Other,Top_Category,Serie
9.78E+12,4.04,9.06,464,2003,English,Big,Famous,Top_Category,Serie
9.78E+12,4.29,8.38,1072,7584,English,Big,Famous,Top_Category,Other
9.78E+12,4.12,3.89,323,15364,English,Big,Other,Top_Category,Serie
9.78E+12,4.08,6.27,588,4133,English,Other,Other,Top_Category,Other
9.78E+12,3.78,15.1,464,59145,English,Big,Other,Other,Other
9.78E+12,3.88,4.19,329,3889,English,Big,Other,Top_Category,Serie
9.78E+12,4.04,3.35,823,2805,English,Big,Famous,Other,Serie
9.78E+12,3.73,5.29,304,3394,English,Big,Other,Top_Category,Serie
9.78E+12,3.86,7.28,1236,10305,English,Big,Famous,Top_Category,Serie
9.78E+12,4.55,8.72,2057,3702,English,Other,Other,Top_Category,Other
9.78E+12,3.65,5.36,384,11727,English,Big,Other,Top_Category,Other
9.78E+12,4,1.46,140,6575,English,Big,Famous,Top_Category,Other
9.78E+12,4.08,2.78,416,8706,English,Big,Other,Other,Serie
9.78E+12,3.69,4.07,368,4365,English,Big,Other,Top_Category,Serie
9.78E+12,3.99,4.52,277,8085,English,Big,Famous,Top_Category,Other
9.78E+12,4.45,41.32,657,3491,English,Other,Other,Other,Other
