ISBN,Rating,Price,Pages,Rating Count,Language_Dummy,Size_Dummy,Famous_Dummy,Categories_Dummy,Serie_Dummy
9.78E+12,3.73,4.69,248,14366,English,Big,Famous,Top_Category,Other
9.78E+12,4.22,3.48,789,44120,English,Big,Famous,Top_Category,Serie
9.78E+12,4.07,14.78,430,6921,English,Big,Famous,Other,Serie
9.78E+12,3.75,2.76,156,28138,English,Big,Other,Top_Category,Serie
9.78E+12,3.8,1.88,371,51670,English,Big,Famous,Top_Category,Other
9.78E+12,4.07,3.81,252,61304,English,Big,Famous,Top_Category,Other
9.78E+12,3.77,1.12,288,33499,English,Big,Other,Top_Category,Other
9.78E+12,3.95,1.91,384,38078,English,Big,Famous,Top_Category,Other
9.78E+12,4.08,5.46,214,52914,English,Big,Famous,Top_Category,Other
9.78E+12,3.74,3.7,393,19875,English,Big,Famous,Top_Category,Other
9.78E+12,4.01,5.26,256,33558,English,Big,Famous,Top_Category,Other
9.78E+12,4.35,15.26,486,19625,English,Other,Famous,Top_Category,Other
9.78E+12,4.07,4.08,58,24698,English,Other,Other,Top_Category,Serie
9.78E+12,3.98,5.74,716,32923,English,Big,Other,Top_Category,Other
9.78E+12,4.01,2.81,335,27759,English,Big,Other,Top_Category,Serie
9.78E+12,4.23,10.16,1344,10321,English,Big,Other,Other,Other
9.78E+12,4.28,7.08,336,41665,English,Other,Famous,Top_Category,Serie
9.78E+12,4.03,4.76,240,16935,English,Big,Other,Other,Other
9.78E+12,4.73,35.11,3342,27410,English,Big,Famous,Top_Category,Serie
9.78E+12,4.34,3.49,610,9391,English,Big,Famous,Other,Other
9.78E+12,4.65,63.79,612,14849,English,Big,Other,Top_Category,Serie
9.78E+12,4.03,2.43,445,24266,English,Big,Famous,Top_Category,Other
9.78E+12,3.58,3.16,442,140223,English,Big,Famous,Top_Category,Other
9.78E+12,3.52,3.09,372,53017,English,Big,Other,Top_Category,Other
9.78E+12,3.98,3.16,368,105432,English,Big,Famous,Top_Category,Other
9.78E+12,4.07,6.05,144,24345,English,Big,Other,Top_Category,Other
9.78E+12,3.89,2.76,752,27476,English,Big,Famous,Top_Category,Serie
9.78E+12,4.02,2.76,722,50668,English,Big,Famous,Other,Other
9.78E+12,4.1,5.58,675,99410,English,Big,Famous,Top_Category,Other
9.78E+12,4.08,3.54,912,38753,English,Big,Famous,Top_Category,Serie
9.78E+12,4.05,5.34,256,27463,English,Big,Famous,Top_Category,Serie
9.78E+12,4.21,2.62,349,21834,English,Other,Famous,Top_Category,Serie
9.78E+12,3.94,0.85,396,49516,English,Big,Famous,Other,Serie
9.78E+12,4.16,7.55,320,29552,English,Big,Famous,Top_Category,Serie
9.78E+12,4.01,4.53,256,20440,English,Big,Other,Top_Category,Other
9.78E+12,3.47,3.69,546,16691,English,Big,Famous,Top_Category,Other
9.78E+12,3.75,7.35,393,5560,English,Other,Other,Top_Category,Other
9.78E+12,4.13,10.48,368,27166,English,Big,Famous,Top_Category,Serie
9.78E+12,4.28,1.91,510,46881,English,Big,Famous,Top_Category,Serie
9.78E+12,4.04,2.96,404,52366,English,Other,Famous,Top_Category,Other
9.78E+12,3.7,5.26,414,51219,English,Big,Famous,Top_Category,Other
9.78E+12,3.65,4.67,355,23410,English,Big,Famous,Top_Category,Other
9.78E+12,3.75,3.16,280,47704,English,Big,Other,Top_Category,Other
9.78E+12,4.07,2.86,335,68213,English,Big,Famous,Other,Other
9.78E+12,3.75,3.32,370,82264,English,Big,Famous,Top_Category,Serie
9.78E+12,3.7,5.34,138,29228,English,Other,Famous,Top_Category,Serie
9.78E+12,4.26,5.68,80,27417,English,Big,Other,Other,Other
9.78E+12,4.38,13.17,210,19310,English,Big,Famous,Top_Category,Other
9.78E+12,3.69,5.79,242,20796,English,Other,Other,Top_Category,Other
9.78E+12,3.82,6.76,348,13549,English,Big,Famous,Top_Category,Serie
9.78E+12,4.09,7.28,288,41304,English,Other,Famous,Other,Other
9.78E+12,4.64,3.85,256,102955,English,Big,Famous,Top_Category,Serie
9.78E+12,4.14,7.92,860,80208,English,Other,Famous,Top_Category,Serie
9.78E+12,4.13,6.42,688,18593,English,Big,Other,Top_Category,Other
9.78E+12,3.83,4.47,388,28962,English,Big,Other,Top_Category,Other
9.78E+12,4.21,3.63,284,58610,English,Big,Famous,Top_Category,Serie
9.78E+12,4.15,4.44,232,27619,English,Other,Famous,Top_Category,Other
9.78E+12,4.32,5.68,709,26661,English,Big,Other,Top_Category,Serie
9.78E+12,4.25,4.55,815,18790,English,Big,Famous,Top_Category,Serie
9.78E+12,4.15,3.28,292,24015,English,Big,Famous,Top_Category,Serie
9.78E+12,4.33,3.17,456,47314,English,Big,Famous,Top_Category,Serie
9.78E+12,4.24,3.11,906,36101,English,Big,Famous,Other,Serie
9.78E+12,4.39,5.26,144,111555,English,Other,Famous,Top_Category,Serie
9.78E+12,4.09,1.15,180,69119,English,Other,Famous,Top_Category,Serie
9.78E+12,3.91,8.44,159,25827,English,Other,Famous,Top_Category,Other
9.78E+12,3.65,3.9,449,163786,English,Other,Famous,Top_Category,Other
9.78E+12,3.42,5.6,128,10331,English,Big,Famous,Top_Category,Other
9.78E+12,3.99,3.95,623,65522,English,Big,Famous,Top_Category,Serie
9.78E+12,3.68,2.76,495,44179,English,Other,Famous,Other,Serie
9.78E+12,4.18,3.9,750,51824,English,Big,Famous,Top_Category,Serie
9.78E+12,4.19,3.87,411,30779,English,Big,Famous,Other,Serie
9.78E+12,4.14,2.8,324,44546,English,Big,Other,Other,Other
9.78E+12,4.1,4.15,296,22530,English,Big,Famous,Top_Category,Other
9.78E+12,4.31,12.16,448,48725,English,Big,Famous,Top_Category,Serie
9.78E+12,3.57,2.99,515,39225,English,Big,Other,Top_Category,Serie
9.78E+12,3.7,7.85,320,147510,English,Big,Famous,Other,Other
9.78E+12,4.43,10.84,839,2422,English,Big,Famous,Other,Serie
9.78E+12,4.03,5.45,192,35605,English,Big,Famous,Other,Other
9.78E+12,4.45,14.46,1040,15986,English,Big,Other,Top_Category,Other
9.78E+12,3.68,12.81,175,12085,English,Big,Famous,Top_Category,Other
9.78E+12,3.94,5.05,780,82029,English,Big,Famous,Top_Category,Serie
9.78E+12,4.14,7.95,604,7620,English,Big,Famous,Top_Category,Other
9.78E+12,3.67,9.47,628,9596,English,Big,Famous,Other,Other
9.78E+12,4.14,6.27,331,44749,English,Other,Famous,Top_Category,Other
9.78E+12,4.15,3.66,263,31501,English,Big,Famous,Top_Category,Serie
9.78E+12,4.19,6.39,225,22123,English,Big,Other,Top_Category,Other
9.78E+12,4.02,4.51,368,35997,English,Big,Other,Top_Category,Other
9.78E+12,4.01,5.5,360,43210,English,Big,Famous,Top_Category,Serie
9.78E+12,3.91,1.45,151,11638,English,Other,Famous,Top_Category,Other
9.78E+12,4.17,7.89,316,30018,English,Big,Famous,Top_Category,Serie
9.78E+12,4.14,2.76,422,66192,English,Big,Famous,Top_Category,Serie
9.78E+12,3.98,9.11,148,6200,English,Big,Other,Top_Category,Other
9.78E+12,4.08,5.51,21,27135,English,Big,Famous,Top_Category,Other
9.78E+12,4.42,4.39,544,17969,English,Big,Famous,Top_Category,Other
9.78E+12,3.91,6.83,346,5950,English,Big,Other,Top_Category,Other
9.78E+12,4.16,2.41,584,54179,English,Big,Famous,Top_Category,Serie
9.78E+12,4.13,5.37,259,76746,English,Big,Famous,Top_Category,Serie
9.78E+12,4.11,3.71,432,33601,English,Big,Famous,Top_Category,Other
9.78E+12,4.18,3.43,1139,15260,English,Other,Famous,Other,Other
9.78E+12,4.03,5.09,288,10711,English,Big,Other,Top_Category,Other
9.78E+12,4.33,6.68,80,30561,English,Big,Other,Top_Category,Other
9.78E+12,3.72,1.13,183,63806,English,Other,Famous,Top_Category,Other
9.78E+12,4.17,3.65,240,25242,English,Big,Other,Other,Serie
9.78E+12,4,1.59,169,39447,English,Big,Other,Top_Category,Serie
9.78E+12,3.82,5.07,532,10608,English,Big,Other,Top_Category,Other
9.78E+12,4.32,3.82,347,45112,English,Big,Famous,Top_Category,Serie
9.78E+12,3.72,3.11,454,83736,English,Big,Famous,Top_Category,Other
9.78E+12,4.15,5.27,368,10953,English,Big,Other,Top_Category,Serie
9.78E+12,3.74,4.17,527,15490,English,Other,Famous,Top_Category,Other
9.78E+12,3.93,7.95,204,25740,English,Big,Famous,Other,Other
9.78E+12,3.92,3.94,324,76476,English,Big,Famous,Other,Serie
9.78E+12,3.96,5.24,756,41750,English,Big,Famous,Top_Category,Serie
9.78E+12,4.22,22.57,581,4221,English,Other,Famous,Top_Category,Other
9.78E+12,4.03,3,880,100910,English,Big,Famous,Top_Category,Serie
9.78E+12,3.94,1.35,348,28188,English,Big,Other,Top_Category,Other
9.78E+12,4.02,10.77,992,18286,English,Big,Other,Top_Category,Other
9.78E+12,4.28,7.75,288,34207,English,Other,Famous,Top_Category,Serie
9.78E+12,4.04,1.45,78,32213,English,Big,Famous,Other,Other
9.78E+12,3.93,3.95,329,22199,English,Big,Famous,Top_Category,Other
9.78E+12,3.86,2.8,288,23725,English,Big,Other,Other,Other
9.78E+12,3.12,3.36,368,66723,English,Big,Famous,Top_Category,Other
9.78E+12,3.78,3.42,480,5131,English,Big,Famous,Other,Serie
9.78E+12,3.87,8.36,592,10035,English,Big,Other,Other,Other
9.78E+12,4.34,36.78,1838,9079,English,Big,Other,Top_Category,Serie
9.78E+12,4.13,2.76,461,111633,English,Other,Other,Other,Other
9.78E+12,3.56,8.49,176,18450,English,Big,Famous,Top_Category,Other
9.78E+12,3.76,2.76,469,105027,English,Other,Famous,Other,Other
9.78E+12,4.17,8.12,928,33783,English,Other,Other,Top_Category,Serie
9.78E+12,3.94,3.51,448,59938,English,Big,Famous,Top_Category,Other
9.78E+12,3.87,1.54,367,37313,English,Big,Famous,Top_Category,Serie
9.78E+12,4.06,7.78,773,7756,English,Big,Famous,Top_Category,Other
9.78E+12,3.69,0.85,426,85123,English,Big,Famous,Top_Category,Other
9.78E+12,4.02,4.13,419,3577,English,Other,Other,Other,Other
9.78E+12,4.08,3.5,528,18937,English,Other,Other,Other,Other
9.78E+12,4.14,1.9,240,38159,English,Other,Other,Other,Other
9.78E+12,3.75,4.22,391,31270,English,Big,Famous,Top_Category,Other
9.78E+12,4.35,12.95,467,26267,English,Big,Famous,Top_Category,Other
9.78E+12,4.06,9.72,312,168706,English,Other,Other,Top_Category,Other
9.78E+12,3.6,3.85,205,46113,English,Big,Famous,Top_Category,Serie
9.78E+12,3.83,7.53,528,33398,English,Big,Famous,Top_Category,Other
9.78E+12,4.04,3.82,592,34296,English,Big,Famous,Top_Category,Serie
9.78E+12,3.86,5.29,317,79294,English,Big,Famous,Top_Category,Other
9.78E+12,3.66,1.59,338,44751,English,Big,Other,Top_Category,Serie
9.78E+12,4.19,2.87,564,25211,English,Big,Other,Top_Category,Serie
9.78E+12,4.15,5.23,468,36843,English,Big,Famous,Top_Category,Serie
9.78E+12,3.62,4.15,256,749,English,Big,Famous,Top_Category,Other
9.78E+12,3.69,2.86,384,65551,English,Big,Famous,Top_Category,Other
9.78E+12,3.75,5.9,348,68551,English,Other,Other,Top_Category,Serie
9.78E+12,4.08,14.02,756,5777,English,Other,Famous,Other,Other
9.78E+12,3.63,4.29,820,22066,English,Big,Famous,Top_Category,Other
9.78E+12,4,1.47,252,63488,English,Big,Famous,Top_Category,Serie
9.78E+12,4.22,4.9,360,7259,English,Big,Famous,Top_Category,Serie
9.78E+12,4.27,35.12,1635,13225,English,Other,Famous,Top_Category,Serie
9.78E+12,3.72,8.39,370,34824,English,Big,Famous,Other,Serie
9.78E+12,4.06,6.92,451,14493,English,Big,Famous,Top_Category,Serie
9.78E+12,4.09,4.22,495,21181,English,Big,Famous,Top_Category,Serie
9.78E+12,3.61,5.17,288,15469,English,Other,Other,Top_Category,Other
9.78E+12,4.29,2.76,583,12286,English,Other,Famous,Other,Serie
9.78E+12,4.11,5.65,643,53977,English,Big,Famous,Top_Category,Other
9.78E+12,3.59,1.45,279,23912,English,Big,Other,Other,Other
9.78E+12,3.91,4,360,34478,English,Big,Famous,Top_Category,Serie
9.78E+12,3.9,5.61,422,23134,English,Big,Famous,Top_Category,Other
9.78E+12,3.43,2.76,472,26172,English,Big,Famous,Top_Category,Other
9.78E+12,3.98,6.83,224,17297,English,Big,Famous,Other,Serie
9.78E+12,4.06,4.53,297,39426,English,Big,Other,Other,Other
9.78E+12,4.17,2.73,400,51212,English,Big,Famous,Other,Serie
9.78E+12,4.38,3.58,520,6067,English,Big,Famous,Top_Category,Other
9.78E+12,3.42,2.75,297,5305,English,Other,Other,Top_Category,Other
9.78E+12,3.78,2.1,632,109897,English,Other,Famous,Top_Category,Other
9.78E+12,3.54,3.91,288,19183,English,Other,Famous,Top_Category,Other
9.78E+12,4.11,3.94,481,16591,English,Big,Famous,Top_Category,Other
9.78E+12,3.98,3.16,304,22157,English,Big,Famous,Top_Category,Other
9.78E+12,3.95,6.4,335,8394,English,Big,Famous,Top_Category,Other
9.78E+12,4.08,5.44,201,16188,English,Other,Famous,Top_Category,Other
9.78E+12,3.79,2.86,373,72687,English,Big,Famous,Top_Category,Serie
9.78E+12,3.94,2.66,451,63691,English,Big,Famous,Top_Category,Serie
9.78E+12,3.9,2.37,304,47490,English,Big,Famous,Top_Category,Other
9.78E+12,4.02,3.07,293,75017,English,Big,Other,Top_Category,Other
9.78E+12,4.13,4.28,128,4791,English,Big,Other,Top_Category,Other
9.78E+12,3.83,3.67,306,17317,English,Big,Famous,Top_Category,Other
9.78E+12,4.18,5.58,374,70683,English,Big,Famous,Top_Category,Serie
9.78E+12,3.8,5.63,264,33836,English,Big,Other,Top_Category,Serie
9.78E+12,3.83,4.17,796,19852,English,Big,Famous,Top_Category,Other
9.78E+12,4.1,8.75,608,35850,English,Big,Famous,Top_Category,Serie
9.78E+12,4.06,4.83,426,20093,English,Big,Other,Top_Category,Other
9.78E+12,4.18,3.6,336,99172,English,Big,Famous,Other,Serie
9.78E+12,3.42,2.76,368,63741,English,Big,Famous,Top_Category,Other
9.78E+12,3.95,3.11,612,93593,English,Big,Famous,Other,Other
9.78E+12,3.63,3.05,289,50926,English,Big,Famous,Top_Category,Other
9.78E+12,3.93,4.51,441,20087,English,Big,Other,Top_Category,Other
9.78E+12,4.07,8.8,424,259028,English,Big,Famous,Top_Category,Serie
9.78E+12,4.16,3.15,321,89961,English,Big,Famous,Top_Category,Serie
9.78E+12,3.91,7.1,422,37413,English,Big,Famous,Top_Category,Serie
9.78E+12,4.07,4.66,385,28124,English,Big,Famous,Top_Category,Serie
9.78E+12,4.26,2.71,317,78308,English,Big,Other,Other,Other
9.78E+12,3.83,1.91,384,25396,English,Other,Famous,Top_Category,Other
9.78E+12,3.85,11.88,132,29881,English,Big,Other,Top_Category,Other
9.78E+12,3.99,3.61,272,21116,English,Big,Famous,Top_Category,Other
9.78E+12,4.05,5.76,769,28640,English,Big,Famous,Top_Category,Other
9.78E+12,4.15,2.6,144,79394,English,Other,Other,Other,Serie
9.78E+12,4,6.77,704,38003,English,Big,Famous,Top_Category,Other
9.78E+12,4.16,0.87,302,68051,English,Big,Famous,Top_Category,Other
9.78E+12,4.29,0.88,230,21140,English,Big,Famous,Top_Category,Other
9.78E+12,4.06,11.98,142,12924,English,Other,Famous,Top_Category,Other
9.78E+12,4.43,10.59,1040,4468,English,Big,Famous,Top_Category,Serie
9.78E+12,4.54,26.75,217,49151,English,Big,Other,Top_Category,Serie
9.78E+12,3.83,2.94,299,43779,English,Big,Famous,Other,Other
9.78E+12,3.81,7.56,1231,5444,English,Other,Famous,Top_Category,Serie
9.78E+12,3.88,2.76,324,29300,English,Big,Famous,Other,Serie
9.78E+12,3.74,2.67,368,72319,English,Big,Other,Top_Category,Other
9.78E+12,3.81,3.33,434,65364,English,Big,Famous,Top_Category,Other
9.78E+12,3.72,2.76,400,18646,English,Big,Famous,Other,Serie
9.78E+12,4.25,2.64,356,23498,English,Big,Other,Top_Category,Other
9.78E+12,4.08,2.76,592,9413,English,Other,Famous,Top_Category,Serie
9.78E+12,3.08,2.72,288,56434,English,Big,Other,Top_Category,Other
9.78E+12,4.16,20.56,656,6215,English,Other,Famous,Top_Category,Serie
9.78E+12,3.99,2.62,267,95950,English,Big,Other,Other,Other
9.78E+12,4.05,5.24,368,37122,English,Big,Other,Other,Serie
9.78E+12,4.08,5.26,520,32742,English,Big,Famous,Top_Category,Serie
9.78E+12,4.04,17.01,506,7024,English,Big,Famous,Top_Category,Serie
9.78E+12,4.22,2.86,333,59877,English,Big,Other,Top_Category,Other
9.78E+12,3.97,2.86,364,59417,English,Big,Famous,Top_Category,Serie
9.78E+12,4.27,2.86,351,18397,English,Big,Famous,Top_Category,Serie
9.78E+12,4.14,4.39,454,25505,English,Big,Other,Top_Category,Serie
9.78E+12,4.13,3.16,503,164306,English,Big,Famous,Other,Serie
9.78E+12,4.17,2.83,313,114593,English,Big,Famous,Top_Category,Serie
9.78E+12,3.71,5.66,1041,11605,English,Big,Other,Top_Category,Serie
9.78E+12,4.04,2.94,192,10803,English,Big,Famous,Top_Category,Serie
9.78E+12,3.82,2.86,292,83557,English,Other,Other,Other,Other
9.78E+12,4.22,7.86,480,9001,English,Big,Other,Top_Category,Serie
9.78E+12,3.8,3.67,116,22279,English,Big,Other,Other,Other
9.78E+12,4.05,8.54,288,113459,English,Big,Famous,Top_Category,Serie
9.78E+12,4.12,3.4,401,45210,English,Big,Famous,Top_Category,Serie
9.78E+12,3.83,1.79,240,3058,English,Other,Other,Other,Other
9.78E+12,3.6,3.82,273,36508,English,Big,Other,Top_Category,Other
9.78E+12,4.05,4.89,365,50702,English,Big,Famous,Top_Category,Other
9.78E+12,3.89,5.9,275,21524,English,Big,Other,Top_Category,Other
9.78E+12,3.53,3.71,535,7083,English,Big,Famous,Top_Category,Other
9.78E+12,3.95,6.6,430,22899,English,Big,Famous,Top_Category,Serie
9.78E+12,3.79,3.25,722,41105,English,Big,Famous,Top_Category,Serie
9.78E+12,4.19,3.16,272,18011,English,Big,Famous,Other,Serie
9.78E+12,3.85,7.3,432,9227,English,Other,Famous,Top_Category,Other
9.78E+12,3.79,5.26,240,12072,English,Big,Other,Top_Category,Serie
9.78E+12,4.6,169.88,1552,6120,English,Other,Other,Top_Category,Other
9.78E+12,4.17,3.78,326,99289,English,Big,Famous,Top_Category,Serie
9.78E+12,3.81,5.58,232,10212,English,Big,Famous,Top_Category,Other
9.78E+12,3.93,3.16,152,17232,English,Big,Famous,Top_Category,Other
9.78E+12,4.03,2.67,256,19320,English,Big,Other,Top_Category,Serie
9.78E+12,4.14,3.99,182,51994,English,Big,Famous,Top_Category,Serie
9.78E+12,3.78,2.25,176,177890,English,Big,Other,Other,Other
9.78E+12,3.83,4.48,307,7390,English,Big,Famous,Top_Category,Other
9.78E+12,3.87,14.05,341,38620,English,Big,Famous,Top_Category,Other
9.78E+12,4.18,2.86,432,34772,English,Big,Other,Top_Category,Serie
9.78E+12,4.23,2.8,260,12590,English,Big,Other,Top_Category,Other
9.78E+12,4.11,6.55,704,10039,English,Big,Other,Top_Category,Other
9.78E+12,4.02,2.86,512,8158,English,Big,Other,Top_Category,Serie
9.78E+12,3.67,3,276,65756,English,Big,Famous,Top_Category,Other
9.78E+12,4.16,3.8,337,101029,English,Big,Famous,Top_Category,Serie
9.78E+12,3.51,3.14,195,18513,English,Big,Famous,Top_Category,Other
9.78E+12,4.06,11.18,400,25484,English,Big,Other,Top_Category,Serie
9.78E+12,3.78,5.26,384,30795,English,Big,Famous,Top_Category,Serie
9.78E+12,4.02,10.54,541,51593,English,Big,Other,Top_Category,Other
9.78E+12,3.74,3.32,398,58422,English,Big,Famous,Top_Category,Serie
9.78E+12,3.92,3.51,416,41994,English,Big,Famous,Top_Category,Serie
9.78E+12,4.55,3.11,419,10625,English,Big,Famous,Top_Category,Serie
9.78E+12,4.18,5.26,544,9802,English,Big,Famous,Top_Category,Serie
9.78E+12,4.09,3.87,310,78572,English,Big,Famous,Top_Category,Serie
9.78E+12,3.92,9.89,528,12428,English,Big,Famous,Top_Category,Other
9.78E+12,3.77,4.48,407,93132,English,Big,Other,Top_Category,Serie
9.78E+12,4.24,15.66,301,6825,English,Other,Famous,Other,Other
9.78E+12,3.89,1.68,245,10634,English,Big,Other,Top_Category,Other
9.78E+12,4.24,33.09,111,80439,English,Big,Other,Top_Category,Serie
9.78E+12,3.99,4.28,369,126672,English,Other,Famous,Other,Other
9.78E+12,3.72,1.79,294,34588,English,Other,Other,Top_Category,Other
9.78E+12,4.09,2.51,176,37569,English,Big,Famous,Other,Other
9.78E+12,4.04,10.86,176,14218,English,Big,Famous,Other,Serie
9.78E+12,4.1,1.45,176,42784,English,Big,Famous,Other,Serie
9.78E+12,3.83,2.28,460,13081,English,Big,Other,Top_Category,Other
9.78E+12,3.87,4.46,273,17500,English,Big,Famous,Other,Other
9.78E+12,3.36,4.49,206,5652,English,Big,Famous,Top_Category,Other
9.78E+12,4.25,7.86,231,45332,English,Big,Other,Top_Category,Serie
9.78E+12,3.94,6.31,721,20541,English,Big,Famous,Top_Category,Other
9.78E+12,3.63,2.85,231,8568,English,Big,Famous,Top_Category,Other
9.78E+12,3.3,1.45,656,18538,English,Big,Famous,Top_Category,Serie
9.78E+12,4.17,6.39,709,34995,English,Big,Famous,Top_Category,Serie
9.78E+12,4.02,5.27,600,15327,English,Big,Famous,Top_Category,Serie
9.78E+12,3.77,1.45,328,20562,English,Other,Famous,Other,Serie
9.78E+12,3.93,8.82,383,26532,English,Big,Famous,Top_Category,Serie
9.78E+12,4.05,0.9,990,37878,English,Big,Famous,Top_Category,Serie
9.78E+12,3.82,1.07,623,14782,English,Big,Other,Other,Other
9.78E+12,4.17,3.66,437,3128,English,Big,Famous,Top_Category,Other
9.78E+12,3.86,3.11,465,9121,English,Big,Other,Top_Category,Other
9.78E+12,4.24,1.64,253,47268,English,Big,Famous,Top_Category,Serie
9.78E+12,3.66,3.05,455,11701,English,Big,Other,Top_Category,Other
9.78E+12,4.01,11.17,308,36066,English,Big,Famous,Top_Category,Serie
9.78E+12,4.14,27.15,358,33846,English,Other,Other,Top_Category,Serie
9.78E+12,3.7,4.1,142,21578,English,Big,Famous,Top_Category,Other
9.78E+12,3.9,3.72,222,21169,English,Big,Other,Other,Serie
9.78E+12,4.07,1.79,310,16485,English,Big,Other,Top_Category,Other
9.78E+12,4.06,4.63,243,27535,English,Other,Famous,Top_Category,Serie
9.78E+12,3.81,3.29,384,60767,English,Other,Famous,Top_Category,Serie
9.78E+12,3.93,1.58,338,186552,English,Other,Famous,Top_Category,Serie
9.78E+12,3.83,3.11,830,12722,English,Big,Famous,Top_Category,Other
9.78E+12,4.23,34.15,464,10629,English,Other,Famous,Top_Category,Other
9.78E+12,3.9,15.37,181,5457,English,Big,Other,Top_Category,Other
9.78E+12,3.62,2.86,355,25811,English,Big,Other,Top_Category,Other
9.78E+12,3.96,8.13,416,15801,English,Big,Famous,Top_Category,Serie
9.78E+12,4.06,3.99,357,44132,English,Big,Famous,Top_Category,Serie
9.78E+12,4.28,16.67,512,6612,English,Big,Other,Top_Category,Serie
9.78E+12,4.14,1.75,550,47930,English,Big,Other,Other,Other
9.78E+12,3.85,3.4,883,48445,English,Big,Famous,Other,Serie
9.78E+12,3.87,12.82,231,21868,English,Big,Other,Top_Category,Other
9.78E+12,4.14,4.6,345,5367,English,Big,Famous,Top_Category,Serie
9.78E+12,4.03,3.16,240,9290,English,Big,Famous,Top_Category,Serie
9.78E+12,3.84,8.93,242,81384,English,Big,Famous,Top_Category,Other
9.78E+12,4.03,2.99,576,9725,English,Other,Famous,Top_Category,Serie
9.78E+12,4.16,3.59,431,26377,English,Other,Other,Top_Category,Other
9.78E+12,4.25,5.26,202,23943,English,Big,Famous,Top_Category,Serie
9.78E+12,4.22,3.47,592,38555,English,Big,Famous,Other,Other
9.78E+12,3.63,3.35,245,39241,English,Big,Famous,Other,Serie
9.78E+12,3.57,3.67,291,6574,English,Big,Other,Top_Category,Other
9.78E+12,4.31,2.53,406,26613,English,Big,Famous,Top_Category,Other
9.78E+12,4.22,3.55,578,9117,English,Big,Other,Top_Category,Serie
9.78E+12,4.14,2.76,1223,26269,English,Other,Famous,Other,Serie
9.78E+12,3.59,2.24,272,22155,English,Big,Famous,Other,Serie
9.78E+12,3.85,7.76,586,14372,English,Big,Other,Top_Category,Other
9.78E+12,4.06,2.86,576,28164,English,Big,Other,Top_Category,Other
9.78E+12,3.92,12.13,432,9450,English,Big,Other,Top_Category,Serie
9.78E+12,3.94,3.49,55,23424,English,Big,Famous,Top_Category,Serie
9.78E+12,3.7,4.94,410,12262,English,Big,Other,Top_Category,Other
9.78E+12,3.68,5.99,248,11460,English,Big,Famous,Top_Category,Other
9.78E+12,3.93,2.87,608,49219,English,Other,Other,Top_Category,Serie
9.78E+12,3.88,3.44,277,11220,English,Big,Famous,Top_Category,Other
9.78E+12,4.27,11.09,693,12040,English,Big,Other,Other,Other
9.78E+12,4.08,2.9,800,15772,English,Big,Famous,Top_Category,Other
9.78E+12,3.83,3.91,384,86911,English,Big,Famous,Top_Category,Other
9.78E+12,3.48,3.17,387,9884,English,Other,Other,Top_Category,Other
9.78E+12,4.14,1.64,321,24552,English,Big,Famous,Top_Category,Serie
9.78E+12,3.66,3.16,208,51316,English,Big,Other,Other,Other
9.78E+12,3.84,3.82,570,15896,English,Big,Other,Other,Other
9.78E+12,3.89,14.88,384,17073,English,Big,Famous,Top_Category,Other
9.78E+12,4.25,4.19,272,5128,English,Big,Other,Other,Other
9.78E+12,3.95,6.67,432,9792,English,Big,Other,Top_Category,Other
9.78E+12,4.16,2.6,275,38829,English,Big,Famous,Top_Category,Other
9.78E+12,4.2,1.22,383,18779,English,Other,Other,Top_Category,Serie
9.78E+12,4.48,6.45,576,5673,English,Big,Other,Top_Category,Other
9.78E+12,3.88,4.95,288,73165,English,Other,Other,Top_Category,Other
9.78E+12,3.82,3.07,338,59536,English,Big,Famous,Top_Category,Serie
9.78E+12,4.21,5.26,264,13066,English,Big,Other,Top_Category,Other
9.78E+12,4.03,1.85,384,3618,English,Big,Famous,Top_Category,Other
9.78E+12,4.17,1.59,208,25759,English,Other,Famous,Top_Category,Serie
9.78E+12,3.88,2.67,237,18215,English,Big,Other,Top_Category,Serie
9.78E+12,4.27,10.42,324,15796,English,Big,Other,Top_Category,Serie
9.78E+12,3.86,6.85,304,28420,English,Big,Famous,Top_Category,Serie
9.78E+12,4.08,9.91,528,17851,English,Big,Famous,Other,Other
9.78E+12,3.86,3.37,460,51746,English,Big,Famous,Top_Category,Other
9.78E+12,3.85,8.2,208,22865,English,Big,Other,Top_Category,Other
9.78E+12,3.83,5.23,167,11567,English,Big,Famous,Top_Category,Other
9.78E+12,4.76,4.4,176,23336,English,Big,Famous,Other,Serie
9.78E+12,4.26,3.22,499,57779,English,Big,Famous,Top_Category,Serie
9.78E+12,3.66,2.86,416,23892,English,Big,Other,Top_Category,Serie
9.78E+12,4.69,2.51,176,20021,English,Big,Famous,Other,Serie
9.78E+12,3.68,0.85,272,10490,English,Big,Other,Top_Category,Serie
9.78E+12,3.69,12.52,198,26779,English,Other,Famous,Top_Category,Other
9.78E+12,3.98,2.34,320,40505,English,Big,Other,Top_Category,Other
9.78E+12,3.78,2.86,356,11391,English,Big,Famous,Top_Category,Other
9.78E+12,3.89,18.89,143,13190,English,Big,Famous,Top_Category,Other
9.78E+12,4.13,11.43,272,8139,English,Big,Famous,Other,Serie
9.78E+12,4.03,7.68,344,20077,English,Big,Other,Top_Category,Other
9.78E+12,4.1,3.58,688,116535,English,Big,Famous,Other,Serie
9.78E+12,4.14,5.31,304,4740,English,Big,Other,Top_Category,Other
